"TimeCreated","RecordId","Id","ProviderName","LevelDisplayName","Message"
"15/08/2026 11:01:46","75435","6005","EventLog","Information","The Event log service was started."
"16/08/2026 00:37:10","75746","1074","User32","Information","The process C:\Windows\System32\RuntimeBroker.exe (DESKTOP-PCML6D5) has initiated the power off of computer DESKTOP-PCML6D5 on behalf of user DESKTOP-PCML6D5\Ifean for the following reason: Other (Unplanned)
 Reason Code: 0x0
 Shutdown Type: power off
 Comment: "
"20/08/2026 10:07:36","76348","6006","EventLog","Information","The Event log service was stopped."
"20/08/2026 10:08:20","76354","6005","EventLog","Information","The Event log service was started."
"21/08/2026 00:58:30","76571","1074","User32","Information","The process C:\Windows\System32\RuntimeBroker.exe (DESKTOP-PCML6D5) has initiated the power off of computer DESKTOP-PCML6D5 on behalf of user DESKTOP-PCML6D5\Ifean for the following reason: Other (Unplanned)
 Reason Code: 0x0
 Shutdown Type: power off
 Comment: "
"25/08/2026 15:57:10","77411","7045","Service Control Manager","Information","A service was installed in the system.

Service Name:  Bonjour Service
Service File Name:  ""C:\Program Files\Bonjour\mDNSResponder.exe""
Service Type:  user mode service
Service Start Type:  auto start
Service Account:  LocalSystem"
"25/08/2026 15:57:27","77412","7045","Service Control Manager","Information","A service was installed in the system.

Service Name:  Apple Mobile Device Service
Service File Name:  ""C:\Program Files\Common Files\Apple\Mobile Device Support\AppleMobileDeviceService.exe""
Service Type:  user mode service
Service Start Type:  auto start
Service Account:  LocalSystem"
"25/08/2026 15:57:30","77413","7045","Service Control Manager","Information","A service was installed in the system.

Service Name:  Wondershare Install Assist Service
Service File Name:  C:\ProgramData\Wondershare\Service\InstallAssistService.exe
Service Type:  user mode service
Service Start Type:  auto start
Service Account:  LocalSystem"
"25/08/2026 15:57:32","77414","7045","Service Control Manager","Information","A service was installed in the system.

Service Name:  Wondershare WSID help
Service File Name:  C:\ProgramData\Wondershare\wsServices\WsidService.exe
Service Type:  user mode service
Service Start Type:  auto start
Service Account:  LocalSystem"
"25/08/2026 15:57:32","77415","7045","Service Control Manager","Information","A service was installed in the system.

Service Name:  Wondershare Driver Install Service help
Service File Name:  C:\ProgramData\Wondershare\wsServices\ElevationService.exe
Service Type:  user mode service
Service Start Type:  auto start
Service Account:  LocalSystem"
"25/08/2026 15:57:32","77416","7045","Service Control Manager","Information","A service was installed in the system.

Service Name:  Wondershare WirelessBackup Service help
Service File Name:  C:\Program Files\Wondershare\Wondershare Dr.Fone Basic\Addins\Recovery\WirelessBackupService.exe
Service Type:  user mode service
Service Start Type:  auto start
Service Account:  LocalSystem"
"25/08/2026 16:18:20","77428","6006","EventLog","Information","The Event log service was stopped."
"26/08/2026 09:53:45","77441","6005","EventLog","Information","The Event log service was started."
"27/08/2026 09:40:24","77779","41","Microsoft-Windows-Kernel-Power","Critical","The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly."
"27/08/2026 09:40:37","77759","6008","EventLog","Error","The previous system shutdown at 6:21:18 AM on ‎8/‎27/‎2026 was unexpected."
"27/08/2026 09:40:37","77761","6005","EventLog","Information","The Event log service was started."
"31/08/2026 01:38:17","78485","1074","User32","Information","The process C:\Windows\System32\RuntimeBroker.exe (DESKTOP-PCML6D5) has initiated the power off of computer DESKTOP-PCML6D5 on behalf of user DESKTOP-PCML6D5\Ifean for the following reason: Other (Unplanned)
 Reason Code: 0x0
 Shutdown Type: power off
 Comment: "
"01/09/2026 15:59:54","78734","6006","EventLog","Information","The Event log service was stopped."
"01/09/2026 16:00:36","78743","6005","EventLog","Information","The Event log service was started."
"02/09/2026 00:21:12","78980","1074","User32","Information","The process C:\Windows\System32\RuntimeBroker.exe (DESKTOP-PCML6D5) has initiated the power off of computer DESKTOP-PCML6D5 on behalf of user DESKTOP-PCML6D5\Ifean for the following reason: Other (Unplanned)
 Reason Code: 0x0
 Shutdown Type: power off
 Comment: "
"09/09/2026 14:07:05","80417","41","Microsoft-Windows-Kernel-Power","Critical","The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly."
"09/09/2026 14:07:19","80397","6008","EventLog","Error","The previous system shutdown at 4:17:28 PM on ‎9/‎8/‎2026 was unexpected."
"09/09/2026 14:07:19","80399","6005","EventLog","Information","The Event log service was started."
"14/09/2026 10:58:44","80722","41","Microsoft-Windows-Kernel-Power","Critical","The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly."
"14/09/2026 10:58:57","80702","6008","EventLog","Error","The previous system shutdown at 3:44:29 AM on ‎9/‎11/‎2026 was unexpected."
"14/09/2026 10:58:57","80704","6005","EventLog","Information","The Event log service was started."
"14/09/2026 14:09:28","80923","1074","User32","Information","The process C:\Windows\System32\RuntimeBroker.exe (DESKTOP-PCML6D5) has initiated the power off of computer DESKTOP-PCML6D5 on behalf of user DESKTOP-PCML6D5\Ifean for the following reason: Other (Unplanned)
 Reason Code: 0x0
 Shutdown Type: power off
 Comment: "
"24/09/2026 11:25:32","82261","7045","Service Control Manager","Information","A service was installed in the system.

Service Name:  McAfee Security Scan Component Host Service
Service File Name:  ""C:\Program Files (x86)\McAfee Security Scan\4.2.844\McCHSvc.exe""
Service Type:  user mode service
Service Start Type:  demand start
Service Account:  LocalSystem"
"25/09/2026 10:23:12","82445","7045","Service Control Manager","Information","A service was installed in the system.

Service Name:  ChatGPT
Service File Name:  ""C:\Program Files\WindowsApps\OpenAI.Codex_26.917.9434.0_x64__2p2nqsd0c76g0\app\resources\codex-windows-sandbox-service.exe""
Service Type:  user mode service
Service Start Type:  auto start
Service Account:  LocalSystem"
